year,overall_pick,team,player,position,games_played,point_shares
2026,213,Philadelphia Flyers,Max Laatikainen,D,0,0.0
2026,214,Colorado Avalanche,Ondrej Ruml,D,0,0.0
2026,215,Colorado Avalanche,Alexandre Raymond,G,0,0.0
2026,216,Boston Bruins,Cullen McCrate,D,0,0.0
2026,217,Florida Panthers,Louis-Antoine Denault,G,0,0.0
2026,218,Tampa Bay Lightning,Max Vilen,D,0,0.0
2026,219,Dallas Stars,Mikhail Cherepanov,D,0,0.0
2026,220,Winnipeg Jets,John Parsons,G,0,0.0
2026,221,Montréal Canadiens,Jean-Samuel Daigneault,D,0,0.0
2026,222,New Jersey Devils,Quinn McKenzie,C,0,0.0
2026,223,Los Angeles Kings,Lucas Ambrosio,D,0,0.0
2026,224,Montréal Canadiens,Tyler Deakos,RW,0,0.0
